alignment_name,member_end,member_start,ref_end,ref_start,sequence_id,source_name
AL_1b,310,1,329,20,AB049100,ncbi-curated
AL_1b,9343,311,9362,330,AB049100,ncbi-curated
AL_1b,9344,9344,9363,9363,AB049100,ncbi-curated
AL_1b,310,1,329,20,AB049101,ncbi-curated
AL_1b,9343,311,9362,330,AB049101,ncbi-curated
AL_1b,9384,9344,9403,9363,AB049101,ncbi-curated
AL_1b,9394,9386,9412,9404,AB049101,ncbi-curated
AL_1b,1773,1,9359,7587,AB057598,ncbi-curated
AL_1b,1773,1,9359,7587,AB057599,ncbi-curated
AL_1b,1773,1,9359,7587,AB057600,ncbi-curated
AL_1b,1773,1,9359,7587,AB057601,ncbi-curated
AL_1b,1773,1,9359,7587,AB057602,ncbi-curated
AL_1b,1773,1,9359,7587,AB057603,ncbi-curated
AL_1b,1773,1,9359,7587,AB057604,ncbi-curated
AL_1b,1773,1,9359,7587,AB057605,ncbi-curated
AL_1b,1773,1,9359,7587,AB057606,ncbi-curated
AL_1b,1773,1,9359,7587,AB057607,ncbi-curated
AL_1b,1773,1,9359,7587,AB057608,ncbi-curated
AL_1b,1773,1,9359,7587,AB057609,ncbi-curated
AL_1b,1773,1,9359,7587,AB057610,ncbi-curated
AL_1b,1773,1,9359,7587,AB057611,ncbi-curated
AL_1b,1773,1,9359,7587,AB057612,ncbi-curated
AL_1b,1773,1,9359,7587,AB057613,ncbi-curated
AL_1b,1773,1,9359,7587,AB057614,ncbi-curated
AL_1b,1773,1,9359,7587,AB057615,ncbi-curated
AL_1b,1773,1,9359,7587,AB057616,ncbi-curated
AL_1b,1773,1,9359,7587,AB057679,ncbi-curated
AL_1b,1773,1,9359,7587,AB057680,ncbi-curated
AL_1b,1773,1,9359,7587,AB057681,ncbi-curated
AL_1b,1773,1,9359,7587,AB057682,ncbi-curated
AL_1b,1773,1,9359,7587,AB057683,ncbi-curated
AL_1b,1773,1,9359,7587,AB057684,ncbi-curated
AL_1b,1773,1,9359,7587,AB057685,ncbi-curated
AL_1b,1773,1,9359,7587,AB057686,ncbi-curated
AL_1b,1773,1,9359,7587,AB057687,ncbi-curated
AL_1b,1773,1,9359,7587,AB057688,ncbi-curated
AL_1b,1773,1,9359,7587,AB057689,ncbi-curated
AL_1b,1773,1,9359,7587,AB057690,ncbi-curated
AL_1b,1773,1,9359,7587,AB057691,ncbi-curated
AL_1b,1773,1,9359,7587,AB057692,ncbi-curated
AL_1b,573,1,902,330,AB061927,ncbi-curated
AL_1b,573,1,902,330,AB061928,ncbi-curated
AL_1b,573,1,902,330,AB061929,ncbi-curated
AL_1b,573,1,902,330,AB061930,ncbi-curated
AL_1b,573,1,902,330,AB061931,ncbi-curated
AL_1b,573,1,902,330,AB061932,ncbi-curated
AL_1b,573,1,902,330,AB061933,ncbi-curated
AL_1b,573,1,902,330,AB061934,ncbi-curated
AL_1b,573,1,902,330,AB061935,ncbi-curated
AL_1b,573,1,902,330,AB061936,ncbi-curated
AL_1b,573,1,902,330,AB061937,ncbi-curated
AL_1b,573,1,902,330,AB061938,ncbi-curated
AL_1b,573,1,902,330,AB061939,ncbi-curated
AL_1b,573,1,902,330,AB061940,ncbi-curated
AL_1b,573,1,902,330,AB061941,ncbi-curated
AL_1b,573,1,902,330,AB061942,ncbi-curated
AL_1b,573,1,902,330,AB061943,ncbi-curated
AL_1b,573,1,902,330,AB061944,ncbi-curated
AL_1b,573,1,902,330,AB061945,ncbi-curated
AL_1b,573,1,902,330,AB061946,ncbi-curated
AL_1b,573,1,902,330,AB061947,ncbi-curated
AL_1b,573,1,902,330,AB061948,ncbi-curated
AL_1b,573,1,902,330,AB061949,ncbi-curated
AL_1b,573,1,902,330,AB061950,ncbi-curated
AL_1b,573,1,902,330,AB061951,ncbi-curated
AL_1b,573,1,902,330,AB061952,ncbi-curated
AL_1b,573,1,902,330,AB061953,ncbi-curated
AL_1b,573,1,902,330,AB061954,ncbi-curated
AL_1b,573,1,902,330,AB061955,ncbi-curated
AL_1b,573,1,902,330,AB061956,ncbi-curated
AL_1b,573,1,902,330,AB061957,ncbi-curated
AL_1b,573,1,902,330,AB061958,ncbi-curated
AL_1b,573,1,902,330,AB061959,ncbi-curated
AL_1b,573,1,902,330,AB061960,ncbi-curated
AL_1b,573,1,902,330,AB061961,ncbi-curated
AL_1b,573,1,902,330,AB061962,ncbi-curated
AL_1b,573,1,902,330,AB061963,ncbi-curated
AL_1b,573,1,902,330,AB061964,ncbi-curated
AL_1b,573,1,902,330,AB061965,ncbi-curated
AL_1b,573,1,902,330,AB061966,ncbi-curated
AL_1b,573,1,902,330,AB061967,ncbi-curated
AL_1b,573,1,902,330,AB061968,ncbi-curated
AL_1b,573,1,902,330,AB061969,ncbi-curated
AL_1b,573,1,902,330,AB061970,ncbi-curated
AL_1b,573,1,902,330,AB061971,ncbi-curated
AL_1b,573,1,902,330,AB061972,ncbi-curated
AL_1b,573,1,902,330,AB061973,ncbi-curated
AL_1b,573,1,902,330,AB061974,ncbi-curated
AL_1b,573,1,902,330,AB061975,ncbi-curated
AL_1b,573,1,902,330,AB061976,ncbi-curated
AL_1b,573,1,902,330,AB061977,ncbi-curated
AL_1b,573,1,902,330,AB061978,ncbi-curated
AL_1b,573,1,902,330,AB061979,ncbi-curated
AL_1b,573,1,902,330,AB061980,ncbi-curated
AL_1b,573,1,902,330,AB061981,ncbi-curated
AL_1b,573,1,902,330,AB061982,ncbi-curated
AL_1b,573,1,902,330,AB061983,ncbi-curated
AL_1b,573,1,902,330,AB061984,ncbi-curated
AL_1b,573,1,902,330,AB061985,ncbi-curated
AL_1b,573,1,902,330,AB061986,ncbi-curated
AL_1b,573,1,902,330,AB061987,ncbi-curated
AL_1b,573,1,902,330,AB061988,ncbi-curated
AL_1b,573,1,902,330,AB061989,ncbi-curated
AL_1b,573,1,902,330,AB061990,ncbi-curated
AL_1b,573,1,902,330,AB061991,ncbi-curated
AL_1b,573,1,902,330,AB061992,ncbi-curated
AL_1b,573,1,902,330,AB061993,ncbi-curated
AL_1b,573,1,902,330,AB061994,ncbi-curated
AL_1b,573,1,902,330,AB061995,ncbi-curated
AL_1b,573,1,902,330,AB061996,ncbi-curated
AL_1b,573,1,902,330,AB061997,ncbi-curated
AL_1b,573,1,902,330,AB061998,ncbi-curated
AL_1b,573,1,902,330,AB061999,ncbi-curated
AL_1b,573,1,902,330,AB062000,ncbi-curated
AL_1b,573,1,902,330,AB062001,ncbi-curated
AL_1b,573,1,902,330,AB062002,ncbi-curated
AL_1b,573,1,902,330,AB062003,ncbi-curated
AL_1b,573,1,902,330,AB062004,ncbi-curated
AL_1b,573,1,902,330,AB062005,ncbi-curated
AL_1b,573,1,902,330,AB062006,ncbi-curated
AL_1b,573,1,902,330,AB062007,ncbi-curated
AL_1b,573,1,902,330,AB062008,ncbi-curated
AL_1b,573,1,902,330,AB062009,ncbi-curated
AL_1b,573,1,902,330,AB062010,ncbi-curated
AL_1b,573,1,902,330,AB062011,ncbi-curated
AL_1b,573,1,902,330,AB062012,ncbi-curated
AL_1b,573,1,902,330,AB062013,ncbi-curated
AL_1b,573,1,902,330,AB062014,ncbi-curated
AL_1b,573,1,902,330,AB062015,ncbi-curated
AL_1b,573,1,902,330,AB062016,ncbi-curated
AL_1b,573,1,902,330,AB062017,ncbi-curated
AL_1b,573,1,902,330,AB062018,ncbi-curated
AL_1b,573,1,902,330,AB062019,ncbi-curated
AL_1b,573,1,902,330,AB062020,ncbi-curated
AL_1b,573,1,902,330,AB062021,ncbi-curated
AL_1b,573,1,902,330,AB062022,ncbi-curated
AL_1b,573,1,902,330,AB062023,ncbi-curated
AL_1b,573,1,902,330,AB062024,ncbi-curated
AL_1b,573,1,902,330,AB062025,ncbi-curated
AL_1b,573,1,902,330,AB062026,ncbi-curated
AL_1b,573,1,902,330,AB062173,ncbi-curated
AL_1b,573,1,902,330,AB062174,ncbi-curated
AL_1b,573,1,902,330,AB062175,ncbi-curated
AL_1b,573,1,902,330,AB062176,ncbi-curated
AL_1b,573,1,902,330,AB062177,ncbi-curated
AL_1b,573,1,902,330,AB062178,ncbi-curated
AL_1b,573,1,902,330,AB062179,ncbi-curated
AL_1b,573,1,902,330,AB062180,ncbi-curated
AL_1b,573,1,902,330,AB062181,ncbi-curated
AL_1b,573,1,902,330,AB062182,ncbi-curated
AL_1b,573,1,902,330,AB062183,ncbi-curated
AL_1b,573,1,902,330,AB062184,ncbi-curated
AL_1b,573,1,902,330,AB062185,ncbi-curated
AL_1b,573,1,902,330,AB062186,ncbi-curated
AL_1b,573,1,902,330,AB062187,ncbi-curated
AL_1b,573,1,902,330,AB062188,ncbi-curated
AL_1b,573,1,902,330,AB062189,ncbi-curated
AL_1b,573,1,902,330,AB062190,ncbi-curated
AL_1b,573,1,902,330,AB062191,ncbi-curated
AL_1b,573,1,902,330,AB062192,ncbi-curated
AL_1b,573,1,902,330,AB062193,ncbi-curated
AL_1b,573,1,902,330,AB062194,ncbi-curated
AL_1b,573,1,902,330,AB062195,ncbi-curated
AL_1b,573,1,902,330,AB062196,ncbi-curated
AL_1b,573,1,902,330,AB062197,ncbi-curated
AL_1b,573,1,902,330,AB062198,ncbi-curated
AL_1b,573,1,902,330,AB062199,ncbi-curated
AL_1b,573,1,902,330,AB062200,ncbi-curated
AL_1b,573,1,902,330,AB062201,ncbi-curated
AL_1b,573,1,902,330,AB062202,ncbi-curated
AL_1b,573,1,902,330,AB062203,ncbi-curated
AL_1b,573,1,902,330,AB062204,ncbi-curated
AL_1b,573,1,902,330,AB062205,ncbi-curated
AL_1b,573,1,902,330,AB062206,ncbi-curated
AL_1b,573,1,902,330,AB062207,ncbi-curated
AL_1b,573,1,902,330,AB062208,ncbi-curated
AL_1b,573,1,902,330,AB062209,ncbi-curated
AL_1b,573,1,902,330,AB062210,ncbi-curated
AL_1b,573,1,902,330,AB062211,ncbi-curated
AL_1b,573,1,902,330,AB062212,ncbi-curated
AL_1b,573,1,902,330,AB062213,ncbi-curated
AL_1b,573,1,902,330,AB062214,ncbi-curated
AL_1b,573,1,902,330,AB062215,ncbi-curated
AL_1b,573,1,902,330,AB062216,ncbi-curated
AL_1b,573,1,902,330,AB062217,ncbi-curated
AL_1b,573,1,902,330,AB062218,ncbi-curated
AL_1b,573,1,902,330,AB062219,ncbi-curated
AL_1b,573,1,902,330,AB062220,ncbi-curated
AL_1b,573,1,902,330,AB062221,ncbi-curated
AL_1b,573,1,902,330,AB062222,ncbi-curated
AL_1b,573,1,902,330,AB062223,ncbi-curated
AL_1b,573,1,902,330,AB062224,ncbi-curated
AL_1b,573,1,902,330,AB062225,ncbi-curated
AL_1b,573,1,902,330,AB062226,ncbi-curated
AL_1b,573,1,902,330,AB062227,ncbi-curated
AL_1b,573,1,902,330,AB062228,ncbi-curated
AL_1b,573,1,902,330,AB062229,ncbi-curated
AL_1b,573,1,902,330,AB062230,ncbi-curated
AL_1b,573,1,902,330,AB062231,ncbi-curated
AL_1b,573,1,902,330,AB062232,ncbi-curated
AL_1b,573,1,902,330,AB062233,ncbi-curated
AL_1b,573,1,902,330,AB062234,ncbi-curated
AL_1b,573,1,902,330,AB062235,ncbi-curated
AL_1b,573,1,902,330,AB062236,ncbi-curated
AL_1b,573,1,902,330,AB062237,ncbi-curated
AL_1b,573,1,902,330,AB062238,ncbi-curated
AL_1b,573,1,902,330,AB062239,ncbi-curated
AL_1b,573,1,902,330,AB062240,ncbi-curated
AL_1b,573,1,902,330,AB062241,ncbi-curated
AL_1b,573,1,902,330,AB062242,ncbi-curated
AL_1b,573,1,902,330,AB062243,ncbi-curated
AL_1b,573,1,902,330,AB062244,ncbi-curated
AL_1b,573,1,902,330,AB062245,ncbi-curated
AL_1b,573,1,902,330,AB062246,ncbi-curated
AL_1b,573,1,902,330,AB062247,ncbi-curated
AL_1b,573,1,902,330,AB062248,ncbi-curated
AL_1b,573,1,902,330,AB062249,ncbi-curated
AL_1b,573,1,902,330,AB062250,ncbi-curated
AL_1b,573,1,902,330,AB062251,ncbi-curated
AL_1b,573,1,902,330,AB062252,ncbi-curated
AL_1b,573,1,902,330,AB062253,ncbi-curated
AL_1b,573,1,902,330,AB062254,ncbi-curated
AL_1b,573,1,902,330,AB062255,ncbi-curated
AL_1b,573,1,902,330,AB062256,ncbi-curated
AL_1b,573,1,902,330,AB062257,ncbi-curated
AL_1b,573,1,902,330,AB062258,ncbi-curated
AL_1b,573,1,902,330,AB062259,ncbi-curated
AL_1b,573,1,902,330,AB062260,ncbi-curated
AL_1b,573,1,902,330,AB062261,ncbi-curated
AL_1b,573,1,902,330,AB062262,ncbi-curated
AL_1b,573,1,902,330,AB062263,ncbi-curated
AL_1b,573,1,902,330,AB062264,ncbi-curated
AL_1b,573,1,902,330,AB062265,ncbi-curated
AL_1b,573,1,902,330,AB062266,ncbi-curated
AL_1b,573,1,902,330,AB062267,ncbi-curated
AL_1b,573,1,902,330,AB062268,ncbi-curated
AL_1b,573,1,902,330,AB062269,ncbi-curated
AL_1b,573,1,902,330,AB062270,ncbi-curated
AL_1b,573,1,902,330,AB062271,ncbi-curated
AL_1b,573,1,902,330,AB062272,ncbi-curated
AL_1b,573,1,902,330,AB063485,ncbi-curated
AL_1b,573,1,902,330,AB063486,ncbi-curated
AL_1b,540,1,3947,3408,AB072043,ncbi-curated
AL_1b,540,1,3947,3408,AB072044,ncbi-curated
AL_1b,540,1,3947,3408,AB072045,ncbi-curated
AL_1b,540,1,3947,3408,AB072046,ncbi-curated
AL_1b,540,1,3947,3408,AB072047,ncbi-curated
AL_1b,540,1,3947,3408,AB072048,ncbi-curated
AL_1b,540,1,3947,3408,AB072049,ncbi-curated
AL_1b,540,1,3947,3408,AB072050,ncbi-curated
AL_1b,540,1,3947,3408,AB072051,ncbi-curated
AL_1b,540,1,3947,3408,AB072052,ncbi-curated
AL_1b,540,1,3947,3408,AB072053,ncbi-curated
AL_1b,540,1,3947,3408,AB072054,ncbi-curated
AL_1b,540,1,3947,3408,AB072055,ncbi-curated
AL_1b,540,1,3947,3408,AB072056,ncbi-curated
AL_1b,540,1,3947,3408,AB072057,ncbi-curated
AL_1b,540,1,3947,3408,AB072058,ncbi-curated
AL_1b,540,1,3947,3408,AB072059,ncbi-curated
AL_1b,540,1,3947,3408,AB072060,ncbi-curated
AL_1b,540,1,3947,3408,AB072061,ncbi-curated
AL_1b,540,1,3947,3408,AB072062,ncbi-curated
AL_1b,540,1,3947,3408,AB072063,ncbi-curated
AL_1b,540,1,3947,3408,AB072064,ncbi-curated
AL_1b,540,1,3947,3408,AB072065,ncbi-curated
AL_1b,540,1,3947,3408,AB072066,ncbi-curated
AL_1b,540,1,3947,3408,AB072067,ncbi-curated
AL_1b,540,1,3947,3408,AB072068,ncbi-curated
AL_1b,540,1,3947,3408,AB072069,ncbi-curated
AL_1b,540,1,3947,3408,AB072070,ncbi-curated
AL_1b,540,1,3947,3408,AB072071,ncbi-curated
AL_1b,540,1,3947,3408,AB072072,ncbi-curated
AL_1b,540,1,3947,3408,AB072073,ncbi-curated
AL_1b,540,1,3947,3408,AB072074,ncbi-curated
AL_1b,540,1,3947,3408,AB072075,ncbi-curated
AL_1b,540,1,3947,3408,AB072076,ncbi-curated
AL_1b,540,1,3947,3408,AB072077,ncbi-curated
AL_1b,540,1,3947,3408,AB072078,ncbi-curated
AL_1b,540,1,3947,3408,AB072079,ncbi-curated
AL_1b,540,1,3947,3408,AB072080,ncbi-curated
AL_1b,540,1,3947,3408,AB072081,ncbi-curated
AL_1b,540,1,3947,3408,AB072082,ncbi-curated
AL_1b,540,1,3947,3408,AB072083,ncbi-curated
AL_1b,540,1,3947,3408,AB072084,ncbi-curated
AL_1b,540,1,3947,3408,AB072085,ncbi-curated
AL_1b,540,1,3947,3408,AB072086,ncbi-curated
AL_1b,540,1,3947,3408,AB072087,ncbi-curated
AL_1b,540,1,3947,3408,AB072088,ncbi-curated
AL_1b,540,1,3947,3408,AB072089,ncbi-curated
AL_1b,540,1,3947,3408,AB072090,ncbi-curated
AL_1b,540,1,3947,3408,AB072091,ncbi-curated
AL_1b,540,1,3947,3408,AB072092,ncbi-curated
AL_1b,540,1,3947,3408,AB072093,ncbi-curated
AL_1b,540,1,3947,3408,AB072094,ncbi-curated
AL_1b,540,1,3947,3408,AB072095,ncbi-curated
AL_1b,540,1,3947,3408,AB072096,ncbi-curated
AL_1b,540,1,3947,3408,AB072097,ncbi-curated
AL_1b,540,1,3947,3408,AB072098,ncbi-curated
AL_1b,540,1,3947,3408,AB072099,ncbi-curated
AL_1b,540,1,3947,3408,AB072100,ncbi-curated
AL_1b,540,1,3947,3408,AB072101,ncbi-curated
AL_1b,540,1,3947,3408,AB072102,ncbi-curated
AL_1b,540,1,3947,3408,AB072103,ncbi-curated
AL_1b,540,1,3947,3408,AB072104,ncbi-curated
AL_1b,540,1,3947,3408,AB072105,ncbi-curated
AL_1b,540,1,3947,3408,AB072106,ncbi-curated
AL_1b,540,1,3947,3408,AB072107,ncbi-curated
AL_1b,540,1,3947,3408,AB072108,ncbi-curated
AL_1b,540,1,3947,3408,AB072109,ncbi-curated
AL_1b,540,1,3947,3408,AB072110,ncbi-curated
AL_1b,540,1,3947,3408,AB072111,ncbi-curated
AL_1b,540,1,3947,3408,AB072112,ncbi-curated
AL_1b,540,1,3947,3408,AB072113,ncbi-curated
AL_1b,573,1,902,330,AB077701,ncbi-curated
AL_1b,573,1,902,330,AB077702,ncbi-curated
AL_1b,573,1,902,330,AB077703,ncbi-curated
AL_1b,573,1,902,330,AB077704,ncbi-curated
AL_1b,573,1,902,330,AB077705,ncbi-curated
AL_1b,573,1,902,330,AB077706,ncbi-curated
AL_1b,573,1,902,330,AB077707,ncbi-curated
AL_1b,573,1,902,330,AB077708,ncbi-curated
AL_1b,573,1,902,330,AB077709,ncbi-curated
AL_1b,573,1,902,330,AB077710,ncbi-curated
AL_1b,573,1,902,330,AB077711,ncbi-curated
AL_1b,573,1,902,330,AB077712,ncbi-curated
AL_1b,573,1,902,330,AB077713,ncbi-curated
AL_1b,573,1,902,330,AB077714,ncbi-curated
AL_1b,573,1,902,330,AB077715,ncbi-curated
AL_1b,573,1,902,330,AB077716,ncbi-curated
AL_1b,573,1,902,330,AB077717,ncbi-curated
AL_1b,573,1,902,330,AB077718,ncbi-curated
AL_1b,573,1,902,330,AB077719,ncbi-curated
AL_1b,573,1,902,330,AB077720,ncbi-curated
AL_1b,573,1,902,330,AB077721,ncbi-curated
AL_1b,573,1,902,330,AB077722,ncbi-curated
AL_1b,573,1,902,330,AB077723,ncbi-curated
AL_1b,573,1,902,330,AB077724,ncbi-curated
AL_1b,573,1,902,330,AB077725,ncbi-curated
AL_1b,573,1,902,330,AB077726,ncbi-curated
AL_1b,573,1,902,330,AB077727,ncbi-curated
AL_1b,573,1,902,330,AB077728,ncbi-curated
AL_1b,573,1,902,330,AB077729,ncbi-curated
AL_1b,573,1,902,330,AB077730,ncbi-curated
AL_1b,573,1,902,330,AB077731,ncbi-curated
AL_1b,573,1,902,330,AB077732,ncbi-curated
AL_1b,573,1,902,330,AB077733,ncbi-curated
AL_1b,573,1,902,330,AB077734,ncbi-curated
AL_1b,573,1,902,330,AB077735,ncbi-curated
AL_1b,573,1,902,330,AB077736,ncbi-curated
AL_1b,573,1,902,330,AB077737,ncbi-curated
AL_1b,573,1,902,330,AB077738,ncbi-curated
AL_1b,573,1,902,330,AB077739,ncbi-curated
AL_1b,573,1,902,330,AB077740,ncbi-curated
AL_1b,573,1,902,330,AB077741,ncbi-curated
AL_1b,573,1,902,330,AB077742,ncbi-curated
AL_1b,573,1,902,330,AB077743,ncbi-curated
AL_1b,573,1,902,330,AB077744,ncbi-curated
AL_1b,573,1,902,330,AB077745,ncbi-curated
AL_1b,573,1,902,330,AB077746,ncbi-curated
AL_1b,573,1,902,330,AB077747,ncbi-curated
AL_2a,573,1,913,341,AB077951,ncbi-curated
AL_1a,1473,1,1847,375,AB079076,ncbi-curated
AL_1a,1473,1,1847,375,AB079077,ncbi-curated
AL_1a,1461,1,1835,375,AB079078,ncbi-curated
AL_1a,1463,1462,1837,1836,AB079078,ncbi-curated
AL_1a,1464,1,1838,375,AB079079,ncbi-curated
AL_1a,1461,1,1835,375,AB079080,ncbi-curated
AL_1a,1463,1462,1837,1836,AB079080,ncbi-curated
AL_1a,1464,1,1838,375,AB079081,ncbi-curated
AL_1a,1464,1,1838,375,AB079082,ncbi-curated
AL_1a,1461,1,1835,375,AB079083,ncbi-curated
AL_1a,1461,1,1835,375,AB079084,ncbi-curated
AL_1a,1473,1,1847,375,AB079085,ncbi-curated
AL_1a,1464,1,1838,375,AB079086,ncbi-curated
AL_1a,1466,1465,1840,1839,AB079086,ncbi-curated
AL_1a,1464,1,1838,375,AB079087,ncbi-curated
AL_1a,1467,1,1841,375,AB079088,ncbi-curated
AL_1a,1467,1,1841,375,AB079089,ncbi-curated
AL_1a,1464,1,1838,375,AB079090,ncbi-curated
AL_1a,1464,1,1838,375,AB079091,ncbi-curated
AL_1a,1464,1,1838,375,AB079092,ncbi-curated
AL_1b,341,13,329,1,AB080299,ncbi-curated
AL_1b,9374,342,9362,330,AB080299,ncbi-curated
AL_1b,9424,9375,9412,9363,AB080299,ncbi-curated
AL_1b,573,1,902,330,AB086043,ncbi-curated
AL_1b,573,1,902,330,AB086044,ncbi-curated
AL_1b,573,1,902,330,AB086045,ncbi-curated
AL_1b,573,1,902,330,AB086046,ncbi-curated
AL_1b,573,1,902,330,AB086047,ncbi-curated
AL_1b,573,1,902,330,AB086048,ncbi-curated
AL_1b,573,1,902,330,AB086049,ncbi-curated
AL_1b,573,1,902,330,AB086050,ncbi-curated
AL_1b,573,1,902,330,AB086051,ncbi-curated
AL_1b,573,1,902,330,AB086052,ncbi-curated
AL_1b,573,1,902,330,AB086053,ncbi-curated
AL_1b,573,1,902,330,AB086054,ncbi-curated
AL_1b,540,1,3947,3408,AB089512,ncbi-curated
AL_1b,540,1,3947,3408,AB089513,ncbi-curated
AL_1b,540,1,3947,3408,AB089514,ncbi-curated
AL_1b,540,1,3947,3408,AB089515,ncbi-curated
AL_1b,540,1,3947,3408,AB089516,ncbi-curated
AL_1b,540,1,3947,3408,AB089517,ncbi-curated
AL_1b,540,1,3947,3408,AB089518,ncbi-curated
AL_1b,540,1,3947,3408,AB089519,ncbi-curated
AL_1b,540,1,3947,3408,AB089520,ncbi-curated
AL_1b,540,1,3947,3408,AB089521,ncbi-curated
AL_1b,540,1,3947,3408,AB089522,ncbi-curated
AL_1b,540,1,3947,3408,AB089523,ncbi-curated
AL_1b,540,1,3947,3408,AB089524,ncbi-curated
AL_1b,540,1,3947,3408,AB089525,ncbi-curated
AL_1b,540,1,3947,3408,AB089526,ncbi-curated
AL_1b,540,1,3947,3408,AB089527,ncbi-curated
AL_1b,540,1,3947,3408,AB089528,ncbi-curated
AL_1b,540,1,3947,3408,AB089529,ncbi-curated
AL_1b,540,1,3947,3408,AB089530,ncbi-curated
AL_1b,540,1,3947,3408,AB089531,ncbi-curated
AL_1b,540,1,3947,3408,AB089532,ncbi-curated
AL_1b,540,1,3947,3408,AB089533,ncbi-curated
AL_1b,540,1,3947,3408,AB089534,ncbi-curated
AL_1b,540,1,3947,3408,AB089535,ncbi-curated
AL_1b,540,1,3947,3408,AB089536,ncbi-curated
AL_1b,540,1,3947,3408,AB089537,ncbi-curated
AL_1b,540,1,3947,3408,AB089538,ncbi-curated
AL_1b,540,1,3947,3408,AB089539,ncbi-curated
AL_1b,540,1,3947,3408,AB089540,ncbi-curated
AL_1b,540,1,3947,3408,AB089541,ncbi-curated
AL_1b,540,1,3947,3408,AB089542,ncbi-curated
AL_1b,540,1,3947,3408,AB089543,ncbi-curated
AL_1b,540,1,3947,3408,AB089544,ncbi-curated
AL_1b,540,1,3947,3408,AB089545,ncbi-curated
AL_1b,540,1,3947,3408,AB089546,ncbi-curated
AL_1b,540,1,3947,3408,AB089547,ncbi-curated
AL_1b,540,1,3947,3408,AB089548,ncbi-curated
AL_1b,540,1,3947,3408,AB089549,ncbi-curated
AL_1b,540,1,3947,3408,AB089550,ncbi-curated
AL_1b,540,1,3947,3408,AB089551,ncbi-curated
AL_1b,540,1,3947,3408,AB089552,ncbi-curated
AL_1b,540,1,3947,3408,AB089553,ncbi-curated
AL_1b,540,1,3947,3408,AB089554,ncbi-curated
AL_1b,540,1,3947,3408,AB089555,ncbi-curated
AL_1b,540,1,3947,3408,AB089556,ncbi-curated
AL_1b,540,1,3947,3408,AB089557,ncbi-curated
AL_1b,540,1,3947,3408,AB089558,ncbi-curated
AL_1b,540,1,3947,3408,AB089559,ncbi-curated
AL_1b,540,1,3947,3408,AB089560,ncbi-curated
AL_1b,540,1,3947,3408,AB089561,ncbi-curated
AL_1b,540,1,3947,3408,AB089562,ncbi-curated
AL_1b,540,1,3947,3408,AB089563,ncbi-curated
AL_1b,540,1,3947,3408,AB089564,ncbi-curated
AL_1b,540,1,3947,3408,AB089565,ncbi-curated
AL_1b,540,1,3947,3408,AB089566,ncbi-curated
AL_1b,540,1,3947,3408,AB089567,ncbi-curated
AL_1b,540,1,3947,3408,AB089568,ncbi-curated
AL_1b,540,1,3947,3408,AB089569,ncbi-curated
AL_1b,540,1,3947,3408,AB089570,ncbi-curated
AL_1b,540,1,3947,3408,AB089571,ncbi-curated
AL_1b,540,1,3947,3408,AB089572,ncbi-curated
AL_1b,540,1,3947,3408,AB089573,ncbi-curated
AL_1b,540,1,3947,3408,AB089574,ncbi-curated
AL_1b,540,1,3947,3408,AB089575,ncbi-curated
AL_1b,540,1,3947,3408,AB089576,ncbi-curated
AL_1b,540,1,3947,3408,AB089577,ncbi-curated
AL_1b,540,1,3947,3408,AB089578,ncbi-curated
AL_1b,540,1,3947,3408,AB089579,ncbi-curated
AL_1b,540,1,3947,3408,AB089580,ncbi-curated
AL_1b,540,1,3947,3408,AB089581,ncbi-curated
AL_1b,540,1,3947,3408,AB089582,ncbi-curated
AL_1b,540,1,3947,3408,AB089583,ncbi-curated
AL_1a,573,1,914,342,AB092962,ncbi-curated
AL_2a,573,1,913,341,AB092963,ncbi-curated
AL_2b,573,1,914,342,AB092964,ncbi-curated
AL_3a,573,1,912,340,AB092965,ncbi-curated
AL_1b,540,1,3947,3408,AB100806,ncbi-curated
AL_1b,540,1,3947,3408,AB100807,ncbi-curated
AL_1b,540,1,3947,3408,AB100808,ncbi-curated
AL_1b,540,1,3947,3408,AB100809,ncbi-curated
AL_1b,540,1,3947,3408,AB100810,ncbi-curated
AL_1b,540,1,3947,3408,AB100811,ncbi-curated
AL_1b,540,1,3947,3408,AB100812,ncbi-curated
AL_1b,540,1,3947,3408,AB100813,ncbi-curated
AL_1b,540,1,3947,3408,AB100814,ncbi-curated
AL_1b,540,1,3947,3408,AB100815,ncbi-curated
AL_1b,540,1,3947,3408,AB100816,ncbi-curated
AL_1b,540,1,3947,3408,AB100817,ncbi-curated
AL_1b,540,1,3947,3408,AB100818,ncbi-curated
AL_1b,540,1,3947,3408,AB100819,ncbi-curated
AL_1b,540,1,3947,3408,AB100820,ncbi-curated
AL_1b,540,1,3947,3408,AB100821,ncbi-curated
AL_1b,540,1,3947,3408,AB100822,ncbi-curated
AL_1b,540,1,3947,3408,AB100823,ncbi-curated
AL_1b,540,1,3947,3408,AB100824,ncbi-curated
AL_1b,540,1,3947,3408,AB100825,ncbi-curated
AL_1b,540,1,3947,3408,AB100826,ncbi-curated
AL_1b,540,1,3947,3408,AB100827,ncbi-curated
AL_1b,540,1,3947,3408,AB100828,ncbi-curated
AL_1b,540,1,3947,3408,AB100829,ncbi-curated
AL_1b,864,1,1766,903,AB107929,ncbi-curated
AL_1b,864,1,1766,903,AB107930,ncbi-curated
